tweet_id,timestamp,source,rating_numerator,rating_denominator,name,retweet_count,favorite_count,dog_stage,dog_breed
892420643555336193,2017-08-01 16:23:56,iphone,13,10,Phineas,8316,38023,,
892177421306343426,2017-08-01 00:17:27,iphone,13,10,Tilly,6143,32647,,chihuahua
891815181378084864,2017-07-31 00:18:03,iphone,12,10,Archie,4067,24570,,chihuahua
891689557279858688,2017-07-30 15:58:51,iphone,13,10,Darla,8459,41377,,labrador_retriever
891327558926688256,2017-07-29 16:00:24,iphone,12,10,Franklin,9159,39555,,basset
891087950875897856,2017-07-29 00:08:17,iphone,13,10,,3049,19862,,chesapeake_bay_retriever
890971913173991426,2017-07-28 16:27:12,iphone,13,10,Jax,2018,11613,,appenzeller
890729181411237888,2017-07-28 00:22:40,iphone,13,10,,18448,64166,,pomeranian
890609185150312448,2017-07-27 16:25:51,iphone,13,10,Zoey,4184,27297,,irish_terrier
890240255349198849,2017-07-26 15:59:51,iphone,14,10,Cassie,7215,31307,doggo,pembroke
890006608113172480,2017-07-26 00:31:25,iphone,13,10,Koda,7173,30091,,samoyed
889880896479866881,2017-07-25 16:11:53,iphone,13,10,Bruno,4869,27286,,french_bulldog
889665388333682689,2017-07-25 01:55:32,iphone,13,10,,9830,47220,puppo,pembroke
889638837579907072,2017-07-25 00:10:02,iphone,12,10,Ted,4436,26643,,french_bulldog
889531135344209921,2017-07-24 17:02:04,iphone,13,10,Stuart,2199,14835,puppo,golden_retriever
889278841981685760,2017-07-24 00:19:32,iphone,13,10,Oliver,5255,24775,,whippet
888917238123831296,2017-07-23 00:22:39,iphone,12,10,Jim,4402,28581,,golden_retriever
888804989199671297,2017-07-22 16:56:37,iphone,13,10,Zeke,4196,25088,,golden_retriever
888554962724278272,2017-07-22 00:23:06,iphone,13,10,Ralphus,3473,19457,,siberian_husky
888078434458587136,2017-07-20 16:49:33,iphone,12,10,Gerald,3415,21349,,french_bulldog
887705289381826560,2017-07-19 16:06:48,iphone,13,10,Jeffrey,5275,29616,,basset
887517139158093824,2017-07-19 03:39:09,iphone,14,10,such,11426,45410,,
887473957103951883,2017-07-19 00:47:34,iphone,13,10,Canela,17776,67753,,pembroke
887343217045368832,2017-07-18 16:08:03,iphone,13,10,,10176,33073,,mexican_hairless
887101392804085760,2017-07-18 00:07:08,iphone,12,10,,5837,30006,,samoyed
886983233522544640,2017-07-17 16:17:36,iphone,13,10,Maya,7604,34502,,chihuahua
886736880519319552,2017-07-16 23:58:41,iphone,13,10,Mingus,3211,11837,,kuvasz
886680336477933568,2017-07-16 20:14:00,iphone,13,10,Derek,4366,22013,,
886366144734445568,2017-07-15 23:25:31,iphone,12,10,Roscoe,3130,20796,pupper,french_bulldog
886258384151887873,2017-07-15 16:17:19,iphone,13,10,Waffles,6148,27474,,pug
885984800019947520,2017-07-14 22:10:11,iphone,12,10,Jimbo,6636,32045,,blenheim_spaniel
885528943205470208,2017-07-13 15:58:47,iphone,13,10,Maisey,6291,35318,,pug
885167619883638784,2017-07-12 16:03:00,iphone,13,10,,4293,21527,,malamute
884925521741709313,2017-07-12 00:01:00,iphone,12,10,Earl,17861,76017,,italian_greyhound
884876753390489601,2017-07-11 20:47:12,iphone,13,10,Lola,5491,27416,,chow
884562892145688576,2017-07-11 00:00:02,iphone,13,10,Kevin,4593,23855,,pug
884441805382717440,2017-07-10 15:58:53,iphone,14,10,,5541,26498,,pembroke
884162670584377345,2017-07-09 21:29:42,iphone,12,10,Yogi,2923,19974,doggo,german_shepherd
883838122936631299,2017-07-09 00:00:04,iphone,12,10,Noah,3376,21503,,doberman
883482846933004288,2017-07-08 00:28:19,iphone,5,10,Bella,9726,45073,,golden_retriever
883360690899218434,2017-07-07 16:22:55,iphone,13,10,Grizzwald,3626,22268,floofer,chow
883117836046086144,2017-07-07 00:17:54,iphone,13,10,,6531,36479,,golden_retriever
882992080364220416,2017-07-06 15:58:11,iphone,13,10,Rusty,3843,23506,,eskimo_dog
882762694511734784,2017-07-06 00:46:41,iphone,12,10,Gus,4816,27777,pupper,labrador_retriever
882627270321602560,2017-07-05 15:48:34,iphone,13,10,Stanley,5959,27421,,pembroke
882268110199369728,2017-07-04 16:01:23,iphone,13,10,Alfy,11361,44125,,golden_retriever
882045870035918850,2017-07-04 01:18:17,iphone,13,10,Koko,4866,28826,,golden_retriever
881906580714921986,2017-07-03 16:04:48,iphone,12,10,Rey,3325,23868,,weimaraner
881666595344535552,2017-07-03 00:11:11,iphone,13,10,Gary,10453,49682,,saluki
881536004380872706,2017-07-02 15:32:16,iphone,14,10,,15623,48539,pupper,samoyed
881268444196462592,2017-07-01 21:49:04,iphone,12,10,Elliot,5075,22674,,
880935762899988482,2017-06-30 23:47:07,iphone,13,10,Louis,2731,16706,,
880872448815771648,2017-06-30 19:35:32,iphone,12,10,,3741,20882,,pembroke
880465832366813184,2017-06-29 16:39:47,iphone,12,10,Bella,6150,28026,,golden_retriever
880221127280381952,2017-06-29 00:27:25,iphone,12,10,Jesse,4130,26568,,chihuahua
880095782870896641,2017-06-28 16:09:20,iphone,11,10,,4269,27128,,miniature_pinscher
879862464715927552,2017-06-28 00:42:13,iphone,13,10,Romeo,3435,21927,,basset
879492040517615616,2017-06-27 00:10:17,iphone,12,10,Bailey,3117,23004,,german_short-haired_pointer
879415818425184262,2017-06-26 19:07:24,iphone,13,10,Duddles,43428,104003,,english_springer
879376492567855104,2017-06-26 16:31:08,iphone,12,10,Jack,3058,16479,,labrador_retriever
879050749262655488,2017-06-25 18:56:45,iphone,11,10,Steven,4631,22151,,
879008229531029506,2017-06-25 16:07:47,iphone,13,10,Beau,2647,18651,,vizsla
878776093423087618,2017-06-25 00:45:22,iphone,13,10,Snoopy,4050,19065,puppo,italian_greyhound
878281511006478336,2017-06-23 16:00:04,iphone,13,10,Shadow,1267,7608,,basset
878057613040115712,2017-06-23 01:10:23,iphone,14,10,Emmy,6698,41311,,french_bulldog
877736472329191424,2017-06-22 03:54:17,iphone,13,10,Aja,18747,78377,,chesapeake_bay_retriever
877556246731214848,2017-06-21 15:58:08,iphone,12,10,Penny,3742,22340,,basset
877316821321428993,2017-06-21 00:06:44,iphone,13,10,Dante,5091,26924,,saluki
877201837425926144,2017-06-20 16:29:50,iphone,12,10,Nelly,5483,26660,,pembroke
876838120628539392,2017-06-19 16:24:33,iphone,12,10,Ginger,3283,20338,pupper,bloodhound
876484053909872640,2017-06-18 16:57:37,iphone,13,10,Benedict,2360,18452,,golden_retriever
876120275196170240,2017-06-17 16:52:05,iphone,13,10,Venti,4612,27463,,bernese_mountain_dog
875747767867523072,2017-06-16 16:11:53,iphone,13,10,Goose,4222,24791,,labrador_retriever
875144289856114688,2017-06-15 00:13:52,iphone,13,10,Nugget,4852,21576,,siberian_husky
875021211251597312,2017-06-14 16:04:48,iphone,12,10,,4647,25067,,west_highland_white_terrier
874680097055178752,2017-06-13 17:29:20,iphone,12,10,Cash,4572,27374,,labrador_retriever
874296783580663808,2017-06-12 16:06:11,iphone,13,10,Jed,4045,25643,pupper,cocker_spaniel
874057562936811520,2017-06-12 00:15:36,iphone,12,10,,3905,22308,,flat-coated_retriever
874012996292530176,2017-06-11 21:18:31,iphone,13,10,Sebastian,10262,34039,puppo,cardigan
873580283840344065,2017-06-10 16:39:04,iphone,13,10,,3892,23849,,newfoundland
873213775632977920,2017-06-09 16:22:42,iphone,12,10,Sierra,1564,7140,pupper,vizsla
872967104147763200,2017-06-09 00:02:31,iphone,12,10,,5348,26966,doggo,labrador_retriever
872820683541237760,2017-06-08 14:20:41,iphone,13,10,,3655,14510,,pug
872620804844003328,2017-06-08 01:06:27,iphone,13,10,Monkey,3651,20516,,cocker_spaniel
872486979161796608,2017-06-07 16:14:40,iphone,12,10,,8929,40128,,pembroke
872261713294495745,2017-06-07 01:19:32,iphone,13,10,Harry,6250,33753,,labrador_retriever
872122724285648897,2017-06-06 16:07:15,iphone,12,10,Kody,8048,33968,,pug
871879754684805121,2017-06-06 00:01:46,iphone,13,10,Lassie,11056,37476,,shetland_sheepdog
871762521631449091,2017-06-05 16:15:56,iphone,12,10,Rover,3449,20018,pupper,labrador_retriever
871515927908634625,2017-06-04 23:56:03,iphone,12,10,Napolean,3428,19967,doggo,komondor
871032628920680449,2017-06-03 15:55:36,iphone,13,10,Boomer,3789,22416,,kelpie
870804317367881728,2017-06-03 00:48:22,iphone,11,10,,6163,33259,,
870656317836468226,2017-06-02 15:00:16,iphone,13,10,Cody,2630,12283,,pembroke
870374049280663552,2017-06-01 20:18:38,iphone,13,10,Zoey,26079,81915,,golden_retriever
870308999962521604,2017-06-01 16:00:09,iphone,13,10,Rumble,4139,21630,,greater_swiss_mountain_dog
870063196459192321,2017-05-31 23:43:25,iphone,14,10,Clifford,8321,36315,,
869772420881756160,2017-05-31 04:27:59,iphone,13,10,Dewey,9998,42042,,pembroke
869702957897576449,2017-05-30 23:51:58,iphone,13,10,Stanley,6330,27985,,pembroke
869596645499047938,2017-05-30 16:49:31,iphone,12,10,Scout,3126,15841,doggo,chihuahua
869227993411051520,2017-05-29 16:24:37,iphone,13,10,Gizmo,3776,20290,,pembroke
868880397819494401,2017-05-28 17:23:24,iphone,14,10,Walter,14462,65162,,french_bulldog
868622495443632128,2017-05-28 00:18:35,iphone,13,10,,5292,26573,,labrador_retriever
868552278524837888,2017-05-27 19:39:34,iphone,12,10,Cooper,2097,10063,,whippet
867900495410671616,2017-05-26 00:29:37,iphone,12,10,,4181,24065,,labrador_retriever
867774946302451713,2017-05-25 16:10:44,iphone,13,10,Harold,7346,33811,,border_collie
867421006826221569,2017-05-24 16:44:18,iphone,12,10,Shikha,2509,16039,puppo,eskimo_dog
867051520902168576,2017-05-23 16:16:06,iphone,13,10,,7889,32110,,samoyed
866686824827068416,2017-05-22 16:06:55,iphone,12,10,Lili,3492,19268,,flat-coated_retriever
866450705531457537,2017-05-22 00:28:40,iphone,13,10,Jamesy,35433,121918,pupper,french_bulldog
866334964761202691,2017-05-21 16:48:45,iphone,12,10,Coco,14508,52421,,samoyed
865718153858494464,2017-05-19 23:57:46,iphone,13,10,Boomer,5648,25589,,golden_retriever
865359393868664832,2017-05-19 00:12:11,iphone,13,10,Sammy,5032,26449,,chesapeake_bay_retriever
865006731092295680,2017-05-18 00:50:50,iphone,13,10,Nelly,7733,27980,,pembroke
864873206498414592,2017-05-17 16:00:15,iphone,14,10,,8757,32263,,
864279568663928832,2017-05-16 00:41:21,iphone,12,10,Meatball,3058,14628,,bull_mastiff
864197398364647424,2017-05-15 19:14:50,iphone,13,10,Paisley,9012,30176,,golden_retriever
863907417377173506,2017-05-15 00:02:33,iphone,13,10,Albus,4180,20635,,
863553081350529029,2017-05-14 00:34:33,iphone,13,10,Neptune,4221,15328,,eskimo_dog
863432100342583297,2017-05-13 16:33:49,iphone,12,10,Belle,5313,23855,,staffordshire_bullterrier
863062471531167744,2017-05-12 16:05:02,iphone,13,10,Quinn,2476,8549,,french_bulldog
862831371563274240,2017-05-12 00:46:44,iphone,13,10,Zooey,5152,19213,,australian_terrier
862722525377298433,2017-05-11 17:34:13,iphone,11,10,Dave,3567,17115,,basset
862457590147678208,2017-05-11 00:01:27,iphone,13,10,Jersey,5013,20606,,
862096992088072192,2017-05-10 00:08:34,iphone,13,10,,23579,74810,,chow
861383897657036800,2017-05-08 00:54:59,iphone,13,10,Hobbes,10851,36219,,cardigan
861288531465048066,2017-05-07 18:36:02,iphone,13,10,,4210,17275,,bouvier_des_flandres
861005113778896900,2017-05-06 23:49:50,iphone,12,10,Burt,3847,16792,,german_shepherd
860563773140209665,2017-05-05 18:36:06,iphone,13,10,Lorenzo,2186,7554,,cardigan
860524505164394496,2017-05-05 16:00:04,iphone,13,10,Carl,5365,23765,,bedlington_terrier
860276583193509888,2017-05-04 23:34:55,iphone,12,10,Jordy,3530,18410,,
860184849394610176,2017-05-04 17:30:24,iphone,14,10,,5941,16787,,
859924526012018688,2017-05-04 00:15:58,iphone,12,10,Milky,4166,19689,,french_bulldog
859851578198683649,2017-05-03 19:26:06,iphone,13,10,Trooper,3571,15518,,labrador_retriever
859607811541651456,2017-05-03 03:17:27,iphone,13,10,,1603,18727,puppo,golden_retriever
859196978902773760,2017-05-02 00:04:57,iphone,12,10,quite,30773,90675,,malamute
859074603037188101,2017-05-01 15:58:40,iphone,13,10,,13882,34143,,
858843525470990336,2017-05-01 00:40:27,iphone,13,10,,3549,15672,doggo,golden_retriever
858471635011153920,2017-04-30 00:02:42,iphone,13,10,Sophie,4950,21701,,pembroke
858107933456039936,2017-04-28 23:57:28,iphone,12,10,Wyatt,2978,15880,,golden_retriever
857989990357356544,2017-04-28 16:08:49,iphone,12,10,Rosie,2643,16294,,french_bulldog
857746408056729600,2017-04-28 00:00:54,iphone,13,10,Thor,10879,34638,,labrador_retriever
857393404942143489,2017-04-27 00:38:11,iphone,13,10,,1688,5980,,malamute
857263160327368704,2017-04-26 16:00:39,iphone,13,10,Oscar,4626,20237,,samoyed
857029823797047296,2017-04-26 00:33:27,iphone,12,10,Zeke,4114,19163,,golden_retriever
856543823941562368,2017-04-24 16:22:16,iphone,12,10,Callie,2957,16480,,boston_bull
856282028240666624,2017-04-23 23:01:59,iphone,14,10,Cermet,6503,28117,,chihuahua
855851453814013952,2017-04-22 18:31:02,iphone,13,10,,18249,46131,doggo,flat-coated_retriever
855459453768019968,2017-04-21 16:33:22,iphone,12,10,quite,8470,30424,,blenheim_spaniel
854732716440526848,2017-04-19 16:25:34,iphone,12,10,Marlee,6321,23257,,pembroke
854482394044301312,2017-04-18 23:50:52,iphone,13,10,Arya,7108,29862,,chihuahua
854365224396361728,2017-04-18 16:05:17,iphone,13,10,Einstein,4860,19267,,pembroke
854120357044912130,2017-04-17 23:52:16,iphone,14,10,,7762,32621,pupper,black-and-tan_coonhound
854010172552949760,2017-04-17 16:34:26,iphone,11,10,,3273,16535,doggo,english_springer
853760880890318849,2017-04-17 00:03:50,iphone,12,10,Alice,6016,29201,,miniature_pinscher
853639147608842240,2017-04-16 16:00:07,iphone,13,10,,10555,35626,,german_shepherd
853299958564483072,2017-04-15 17:32:18,iphone,13,10,Rumpole,3721,15891,,
852912242202992640,2017-04-14 15:51:39,iphone,12,10,Benny,1915,9283,,great_dane
852672615818899456,2017-04-13 23:59:28,iphone,12,10,Aspen,2251,15288,,golden_retriever
852553447878664193,2017-04-13 16:05:56,iphone,13,10,Jarod,3668,16775,,bloodhound
852311364735569921,2017-04-13 00:03:59,iphone,13,10,Wiggles,10314,33962,,
852226086759018497,2017-04-12 18:25:07,web,14,10,General,7102,20530,,
852189679701164033,2017-04-12 16:00:27,iphone,12,10,Sailor,1662,11774,,bernese_mountain_dog
851591660324737024,2017-04-11 00:24:08,iphone,11,10,,3628,16652,,cardigan
851464819735769094,2017-04-10 16:00:07,iphone,14,10,Iggy,7417,24952,,
851224888060895234,2017-04-10 00:06:42,iphone,13,10,Snoop,5988,21278,,standard_poodle
850753642995093505,2017-04-08 16:54:09,iphone,11,10,Kyle,9718,31917,,pug
850380195714523136,2017-04-07 16:10:12,iphone,13,10,Leo,2743,13450,,yorkshire_terrier
850145622816686080,2017-04-07 00:38:06,iphone,11,10,Riley,4021,16828,,kelpie
850019790995546112,2017-04-06 16:18:05,iphone,12,10,Boomer,5143,21083,pupper,shetland_sheepdog
849776966551130114,2017-04-06 00:13:11,iphone,12,10,,7983,31429,,chihuahua
849412302885593088,2017-04-05 00:04:08,iphone,12,10,Noosh,3305,16393,,schipperke
849336543269576704,2017-04-04 19:03:06,iphone,11,10,,1989,11797,,
849051919805034497,2017-04-04 00:12:06,iphone,13,10,Kevin,8963,43855,,
848690551926992896,2017-04-03 00:16:10,iphone,12,10,,4545,26047,,flat-coated_retriever
848324959059550208,2017-04-02 00:03:26,iphone,12,10,Odin,4838,25584,,malamute
848212111729840128,2017-04-01 16:35:01,iphone,6,10,Jerry,3239,16893,,bedlington_terrier
847962785489326080,2017-04-01 00:04:17,iphone,10,10,Georgie,5387,24337,,
847842811428974592,2017-03-31 16:07:33,iphone,12,10,Rontu,1418,5669,,bernese_mountain_dog
847606175596138505,2017-03-31 00:27:14,iphone,12,10,Cannon,3583,19439,,cardigan
847251039262605312,2017-03-30 00:56:03,iphone,12,10,Furzey,4538,21192,,airedale
847157206088847362,2017-03-29 18:43:12,iphone,11,10,Daisy,6186,20675,,staffordshire_bullterrier
847116187444137987,2017-03-29 16:00:12,iphone,11,10,,3378,22197,,american_staffordshire_terrier
846874817362120707,2017-03-29 00:01:05,iphone,13,10,Tuck,4151,20810,,shetland_sheepdog
846514051647705089,2017-03-28 00:07:32,iphone,13,10,Barney,12269,46321,doggo,golden_retriever
846153765933735936,2017-03-27 00:15:53,iphone,13,10,Vixen,9599,32889,,giant_schnauzer
846042936437604353,2017-03-26 16:55:29,iphone,12,10,Jarvis,3066,16606,,golden_retriever
845812042753855489,2017-03-26 01:38:00,iphone,13,10,,9261,30429,,samoyed
845677943972139009,2017-03-25 16:45:08,iphone,12,10,,5067,26092,,chow
845397057150107648,2017-03-24 22:08:59,iphone,13,10,Mimosa,1915,7928,doggo,dandie_dinmont
845306882940190720,2017-03-24 16:10:40,iphone,12,10,Pickles,5714,24233,pupper,irish_water_spaniel
844973813909606400,2017-03-23 18:07:10,iphone,12,10,Brady,3412,15708,,labrador_retriever
844704788403113984,2017-03-23 00:18:10,iphone,13,10,Luna,10971,40275,,labrador_retriever
844580511645339650,2017-03-22 16:04:20,iphone,11,10,Charlie,3332,17149,,
844223788422217728,2017-03-21 16:26:50,iphone,12,10,Margo,2335,14189,,labrador_retriever
843856843873095681,2017-03-20 16:08:44,iphone,12,10,Sadie,4919,22297,,labrador_retriever
843604394117681152,2017-03-19 23:25:35,iphone,11,10,Hank,2930,17592,,labrador_retriever
843235543001513987,2017-03-18 22:59:54,iphone,13,10,Tycho,6429,22402,,pembroke
842846295480000512,2017-03-17 21:13:10,iphone,13,10,Charlie,3826,15862,,labrador_retriever
842765311967449089,2017-03-17 15:51:22,iphone,12,10,Indie,1356,7026,,labrador_retriever
842535590457499648,2017-03-17 00:38:32,iphone,13,10,Winnie,3732,18865,,pembroke
842163532590374912,2017-03-16 00:00:07,iphone,12,10,George,6183,25513,,french_bulldog
842115215311396866,2017-03-15 20:48:07,iphone,12,10,Bentley,3228,14600,,chow
841680585030541313,2017-03-14 16:01:03,iphone,12,10,Penny,8262,26745,,chihuahua
841439858740625411,2017-03-14 00:04:30,iphone,14,10,,3919,13174,,labrador_retriever
841314665196081154,2017-03-13 15:47:01,web,13,10,Max,5002,16525,,afghan_hound
841077006473256960,2017-03-13 00:02:39,iphone,12,10,Dawn,5663,23884,,brittany_spaniel
840696689258311684,2017-03-11 22:51:24,iphone,10,10,,1043,12836,,
840632337062862849,2017-03-11 18:35:42,iphone,12,10,Maddie,1872,9370,,golden_retriever
840370681858686976,2017-03-11 01:15:58,iphone,13,10,,4856,17200,,
840268004936019968,2017-03-10 18:27:58,iphone,12,10,Monty,6124,20146,,chesapeake_bay_retriever
839990271299457024,2017-03-10 00:04:21,iphone,13,10,Sojourner,2452,14031,,staffordshire_bullterrier
839549326359670784,2017-03-08 18:52:12,iphone,12,10,Winston,8321,28785,,norwich_terrier
839239871831150596,2017-03-07 22:22:32,iphone,13,10,Odie,6991,28461,,leonberg
838921590096166913,2017-03-07 01:17:48,iphone,13,10,Arlo,2222,11695,,border_terrier
838561493054533637,2017-03-06 01:26:54,iphone,13,10,Walter,1418,11434,,kelpie
838476387338051585,2017-03-05 19:48:43,iphone,13,10,Stanley,5149,23639,,great_pyrenees
838083903487373313,2017-03-04 17:49:08,iphone,13,10,Daisy,3377,18463,,chow
837820167694528512,2017-03-04 00:21:08,iphone,12,10,,8417,35833,pupper,golden_retriever
837482249356513284,2017-03-03 01:58:22,iphone,13,10,Waffles,471,4019,,
837471256429613056,2017-03-03 01:14:41,iphone,12,10,Vincent,2456,13400,,norwegian_elkhound
837366284874571778,2017-03-02 18:17:34,iphone,13,10,Lucy,5674,22152,,american_staffordshire_terrier
837110210464448512,2017-03-02 01:20:01,iphone,13,10,Clark,2560,16793,pupper,siberian_husky
836989968035819520,2017-03-01 17:22:13,iphone,12,10,Mookie,2466,13346,,toy_poodle
836753516572119041,2017-03-01 01:42:39,iphone,12,10,Meera,4948,20159,doggo,schipperke
836677758902222849,2017-02-28 20:41:37,iphone,11,10,Oliver,2381,13230,,
836380477523124226,2017-02-28 01:00:19,iphone,12,10,Ava,3178,15450,pupper,
836260088725786625,2017-02-27 17:01:56,iphone,13,10,Lucy,4604,22296,,borzoi
836001077879255040,2017-02-26 23:52:43,iphone,13,10,,4604,20039,,samoyed
835574547218894849,2017-02-25 19:37:50,iphone,11,10,Eli,3886,18679,,staffordshire_bullterrier
835297930240217089,2017-02-25 01:18:40,iphone,12,10,Ash,3222,17244,,rottweiler
835264098648616962,2017-02-24 23:04:14,iphone,12,10,Lola,1824,8117,,chesapeake_bay_retriever
835172783151792128,2017-02-24 17:01:22,iphone,12,10,,6164,27446,,border_collie
835152434251116546,2017-02-24 15:40:31,iphone,0,10,,3242,23594,,american_staffordshire_terrier
834931633769889797,2017-02-24 01:03:08,iphone,12,10,Tucker,1771,11379,,soft-coated_wheaten_terrier
834786237630337024,2017-02-23 15:25:23,iphone,13,10,Tobi,5899,22252,,border_terrier
834574053763584002,2017-02-23 01:22:14,iphone,13,10,,2722,14368,doggo,golden_retriever
834458053273591808,2017-02-22 17:41:18,iphone,12,10,Chester,1804,10097,,rhodesian_ridgeback
834209720923721728,2017-02-22 01:14:30,iphone,12,10,Wilson,5142,21658,,golden_retriever
834167344700198914,2017-02-21 22:26:07,iphone,11,10,Sunshine,3909,16565,,
834086379323871233,2017-02-21 17:04:24,iphone,12,10,Lipton,2388,13727,,labrador_retriever
833863086058651648,2017-02-21 02:17:06,iphone,12,10,Bentley,2589,14094,,kuvasz
833826103416520705,2017-02-20 23:50:09,iphone,13,10,Charlie,4016,18910,,chihuahua
833722901757046785,2017-02-20 17:00:04,iphone,13,10,Bronte,3457,21776,,west_highland_white_terrier
833479644947025920,2017-02-20 00:53:27,iphone,13,10,Poppy,2228,15618,,golden_retriever
